software,version,date,time,output_file,data_file,file_path,study_name,model_number,subgroup,model_type,subject_count,wave_count,datapoint_count,parameter_count,ll,aic,bic,adj_bic,aaic,has_converged,trust_all,mistrust,covar_covered,ab_tau_00_est,ab_tau_00_se,ab_tau_00_wald,ab_tau_00_pval,ab_tau_11_est,ab_tau_11_se,ab_tau_11_wald,ab_tau_11_pval,ab_tau_01_est,ab_tau_01_se,ab_tau_01_wald,ab_tau_01_pval,ab_tau_10_est,ab_tau_10_se,ab_tau_10_wald,ab_tau_10_pval,ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_wald,ab_sigma_00_pval,aa_tau_00_est,aa_tau_00_se,aa_tau_00_wald,aa_tau_00_pval,aa_tau_11_est,aa_tau_11_se,aa_tau_11_wald,aa_tau_11_pval,aa_tau_01_est,aa_tau_01_se,aa_tau_01_wald,aa_tau_01_pval,a_sigma_00_est,a_sigma_00_se,a_sigma_00_wald,a_sigma_00_pval,bb_tau_00_est,bb_tau_00_se,bb_tau_00_wald,bb_tau_00_pval,bb_tau_11_est,bb_tau_11_se,bb_tau_11_wald,bb_tau_11_pval,bb_tau_10_est,bb_tau_10_se,bb_tau_10_wald,bb_tau_10_pval,b_sigma_00_est,b_sigma_00_se,b_sigma_00_wald,b_sigma_00_pval,a_gamma_00_est,a_gamma_00_se,a_gamma_00_wald,a_gamma_00_pval,a_gamma_10_est,a_gamma_10_se,a_gamma_10_wald,a_gamma_10_pval,b_gamma_00_est,b_gamma_00_se,b_gamma_00_wald,b_gamma_00_pval,b_gamma_10_est,b_gamma_10_se,b_gamma_10_wald,b_gamma_10_pval,er_tau_00_est,er_tau_00_se,er_tau_00_wald,er_tau_00_pval,er_tau_11_est,er_tau_11_se,er_tau_11_wald,er_tau_11_pval,er_sigma_00_est,er_sigma_00_se,er_sigma_00_wald,er_sigma_00_pval,a_gamma_01_est,a_gamma_01_se,a_gamma_01_wald,a_gamma_01_pval,a_gamma_11_est,a_gamma_11_se,a_gamma_11_wald,a_gamma_11_pval,b_gamma_01_est,b_gamma_01_se,b_gamma_01_wald,b_gamma_01_pval,b_gamma_11_est,b_gamma_11_se,b_gamma_11_wald,b_gamma_11_pval,a_gamma_02_est,a_gamma_02_se,a_gamma_02_wald,a_gamma_02_pval,a_gamma_12_est,a_gamma_12_se,a_gamma_12_wald,a_gamma_12_pval,b_gamma_02_est,b_gamma_02_se,b_gamma_02_wald,b_gamma_02_pval,b_gamma_12_est,b_gamma_12_se,b_gamma_12_wald,b_gamma_12_pval,a_gamma_03_est,a_gamma_03_se,a_gamma_03_wald,a_gamma_03_pval,a_gamma_13_est,a_gamma_13_se,a_gamma_13_wald,a_gamma_13_pval,b_gamma_03_est,b_gamma_03_se,b_gamma_03_wald,b_gamma_03_pval,b_gamma_13_est,b_gamma_13_se,b_gamma_13_wald,b_gamma_13_pval,a_gamma_04_est,a_gamma_04_se,a_gamma_04_wald,a_gamma_04_pval,a_gamma_14_est,a_gamma_14_se,a_gamma_14_wald,a_gamma_14_pval,b_gamma_04_est,b_gamma_04_se,b_gamma_04_wald,b_gamma_04_pval,b_gamma_14_est,b_gamma_14_se,b_gamma_14_wald,b_gamma_14_pval,a_gamma_05_est,a_gamma_05_se,a_gamma_05_wald,a_gamma_05_pval,a_gamma_15_est,a_gamma_15_se,a_gamma_15_wald,a_gamma_15_pval,b_gamma_05_est,b_gamma_05_se,b_gamma_05_wald,b_gamma_05_pval,b_gamma_15_est,b_gamma_15_se,b_gamma_15_wald,b_gamma_15_pval,a_gamma_06_est,a_gamma_06_se,a_gamma_06_wald,a_gamma_06_pval,a_gamma_16_est,a_gamma_16_se,a_gamma_16_wald,a_gamma_16_pval,b_gamma_06_est,b_gamma_06_se,b_gamma_06_wald,b_gamma_06_pval,b_gamma_16_est,b_gamma_16_se,b_gamma_16_wald,b_gamma_16_pval,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
Mplus VERSION 7.3,0.1,09/15/2015,11:09 AM,b1_female_ae_walking_executive_gait_trailsb.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_executive_gait_trailsb.out,eas,b1,female,ae,580,8,NA,25,-12370.393,24790.787,24899.862,24820.497,24793.1335703971,TRUE,TRUE,NA,0,-214.803,119.207,-1.802,0.072,-1.426,2.859,-0.499,0.618,-22.556,18.624,-1.211,0.226,-2.17,23.096,-0.094,0.925,-2.996,18.926,-0.158,0.874,393.102,53.47,7.352,0,3.803,1.414,2.689,0.007,-1.81,6.895,-0.263,0.793,66.307,4.291,15.453,0,2688.995,379.245,7.09,0,5.727,10.418,0.55,0.583,46.651,66.393,0.703,0.482,1756.914,48.648,36.115,0,101.553,5.225,19.434,0,-3.507,1.137,-3.085,0.002,172.264,7.605,22.651,0,1.118,2.115,0.528,0.597,-0.209,0.112,-1.872,0.061,-0.306,0.646,-0.473,0.636,-0.009,0.055,-0.158,0.874,-1.581,0.304,-5.198,0,-0.047,0.07,-0.663,0.508,2.395,0.585,4.096,0,0.255,0.138,1.839,0.066,0.734,0.542,1.353,0.176,0.132,0.118,1.118,0.264,-7.382,0.915,-8.065,0,-0.007,0.233,-0.029,0.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,trailsb,trailsb,switching,executive function,2,-0.208926110147444,-0.212048177812241,-5.09357202213581,0.832069448379286,-0.2936425461049,-0.130453809519581,-0.285483955223818,-0.129718783125855,-0.305557375593758,-0.315637895885573,-7.58188243915088,3.40576818921764e-14,-0.397232264178233,-0.234043527592913,-0.377578293198209,-0.229861776376818,-0.00877782397876692,-0.00877804943353605,-0.210855983130279,0.832999652231165,-0.0903724177261958,0.0728163188591237,-0.0901271897395473,0.0726878952667164
Mplus VERSION 7.3,0.1,09/15/2015, 1:06 PM,b1_female_ae_walking_fluency_gait_category.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_fluency_gait_category.out,eas,b1,female,ae,593,8,NA,25,-8766.764,17583.529,17693.159,17613.792,17585.8217689594,TRUE,TRUE,NA,0,24.846,13.797,1.801,0.072,0.642,0.347,1.848,0.065,3.495,2.177,1.606,0.108,0.617,1.944,0.317,0.751,0.224,1.899,0.118,0.906,384.521,53.778,7.15,0,3.81,1.329,2.867,0.004,0.023,6.88,0.003,0.997,66.369,4.247,15.627,0,53.188,4.718,11.273,0,0.753,0.165,4.566,0,-0.058,0.766,-0.076,0.94,17.899,0.792,22.61,0,102.149,4.929,20.725,0,-3.748,1.056,-3.55,0,35.582,1.048,33.947,0,-0.511,0.294,-1.741,0.082,0.174,0.093,1.869,0.062,0.379,0.196,1.93,0.054,0.006,0.055,0.118,0.906,-1.579,0.302,-5.237,0,-0.058,0.068,-0.85,0.395,-0.26,0.076,-3.41,0.001,-0.039,0.02,-1.988,0.047,0.717,0.518,1.385,0.166,0.157,0.115,1.362,0.173,0.783,0.105,7.462,0,0.043,0.031,1.414,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,categories,cat,categories,fluency,2,0.173735920376435,0.175516301809386,4.26327615789755,0.860673962610211,0.094825861522331,0.256206742096442,0.0945426571559097,0.250744161715634,0.379031280020271,0.398927925196303,9.68992563469102,3.3277087722706e-22,0.318237484909248,0.479618365483359,0.307912377244625,0.445937919850776,0.00649906674677983,0.00649915825134119,0.157864005415503,0.874563961866918,-0.0741912820357142,0.0871895985383966,-0.0740554562437578,0.0869693291106821
Mplus VERSION 7.3,0.1,09/15/2015, 3:25 PM,b1_female_ae_walking_fluency_gait_fas.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_fluency_gait_fas.out,eas,b1,female,ae,572,8,NA,25,-8975.661,18001.322,18110.051,18030.687,18003.702952381,TRUE,TRUE,NA,0,69.278,19.852,3.49,0,1.023,0.37,2.766,0.006,-1.254,2.055,-0.61,0.542,-3.73,3.262,-1.143,0.253,-0.138,2.49,-0.055,0.956,386.397,51.292,7.533,0,4.23,1.392,3.039,0.002,-1.632,6.851,-0.238,0.812,66.08,4.306,15.347,0,114.585,9.083,12.615,0,0.312,0.235,1.325,0.185,0.421,1.097,0.384,0.701,28.461,1.254,22.696,0,100.953,4.903,20.589,0,-3.664,1.094,-3.35,0.001,24.036,1.451,16.562,0,0.68,0.32,2.128,0.033,0.329,0.084,3.904,0,0.891,0.344,2.592,0.01,-0.003,0.057,-0.055,0.956,-1.431,0.29,-4.938,0,-0.057,0.069,-0.834,0.404,-0.07,0.104,-0.678,0.498,-0.035,0.021,-1.656,0.098,0.665,0.512,1.298,0.194,0.165,0.114,1.451,0.147,1.574,0.153,10.269,0,-0.019,0.035,-0.549,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,fas,fas,f-a-s phonemic words,fluency,2,0.329241509357371,0.341977308581777,8.15743126748682,0.732367968999111,0.259811344030939,0.424143273132615,0.254119067861643,0.400415165941212,0.890488167363192,1.42427888014214,33.9743508675351,5.3308377165258e-253,1.3421129155913,1.50644484469298,0.872178809364669,0.906306109438861,-0.0031821378666235,-0.00318214860746626,-0.0759060846931238,0.93949381594344,-0.0853481131583047,0.0789838159433722,-0.0851414814389361,0.078819979415851
Mplus VERSION 7.3,0.1,09/15/2015, 3:02 PM,b1_female_ae_walking_knowledge_gait_information.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_knowledge_gait_information.out,eas,b1,female,ae,524,7,NA,25,-7043.931,14137.862,14244.399,14165.043,14140.4724417671,TRUE,TRUE,NA,0,5.151,9.445,0.545,0.586,-0.282,0.357,-0.79,0.43,2.919,1.916,1.523,0.128,1.104,1.944,0.568,0.57,-0.298,1.215,-0.245,0.806,390.909,54.259,7.204,0,4.155,1.641,2.532,0.011,-2.684,7.239,-0.371,0.711,66.1,4.829,13.687,0,21.631,2.375,9.106,0,0.233,0.09,2.574,0.01,-0.82,0.394,-2.082,0.037,8.556,0.378,22.615,0,102.001,5.117,19.932,0,-3.517,1.14,-3.084,0.002,15.704,0.716,21.92,0,-0.596,0.22,-2.711,0.007,0.056,0.103,0.545,0.586,-0.287,0.379,-0.757,0.449,-0.013,0.051,-0.245,0.806,-1.459,0.301,-4.845,0,-0.069,0.068,-1.011,0.312,-0.036,0.05,-0.715,0.475,0.006,0.013,0.466,0.641,0.643,0.544,1.183,0.237,0.175,0.123,1.425,0.154,0.65,0.084,7.715,0,0.017,0.024,0.707,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,information,info,information,episodic memory,2,0.056016428619269,0.0560751293770586,1.27993862749534,0.955281956638177,-0.0297924518073046,0.141942710561422,-0.0297836404397107,0.140997056331413,-0.286606234792462,-0.294864835784875,-6.73041502362609,1.69179830170361e-11,-0.380732416969238,-0.208997254600511,-0.363343361141834,-0.206006508151711,-0.0125308388935194,-0.0125314948274596,-0.286036688066666,0.774850021909211,-0.0983990760118229,0.0733360863569036,-0.0980827221569056,0.0732048969779688
Mplus VERSION 7.3,0.1,09/15/2015, 1:49 PM,b1_female_ae_walking_knowledge_gait_waisvocab.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_knowledge_gait_waisvocab.out,eas,b1,female,ae,594,8,NA,25,-9357.934,18765.867,18875.539,18796.172,18768.1557323944,TRUE,TRUE,NA,0,55.35,19.105,2.897,0.004,0.815,0.456,1.786,0.074,0.303,2.457,0.123,0.902,-5.252,3.569,-1.472,0.141,-0.637,3.01,-0.212,0.832,397.492,54.131,7.343,0,3.933,1.44,2.732,0.006,-3.348,7.395,-0.453,0.651,66.045,4.369,15.117,0,97.663,9.106,10.725,0,0.31,0.301,1.03,0.303,-2.508,1.544,-1.624,0.104,39.169,1.366,28.671,0,101.106,5.022,20.133,0,-3.409,1.165,-2.927,0.003,32.818,1.278,25.677,0,-0.222,0.362,-0.613,0.54,0.281,0.092,3.049,0.002,0.738,0.474,1.556,0.12,-0.013,0.059,-0.212,0.832,-1.488,0.297,-5.011,0,-0.055,0.069,-0.791,0.429,0.076,0.094,0.812,0.417,-0.051,0.022,-2.313,0.021,0.803,0.526,1.526,0.127,0.136,0.122,1.113,0.266,1.897,0.143,13.24,0,0.039,0.041,0.954,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,waisvocab,waisvoc,vocabulary,semantic memory,2,0.280923712186263,0.288684646020349,7.01806565123935,0.772822713386864,0.208062500659019,0.36930679138168,0.205111251800284,0.353385221192726,0.73809929178711,0.946290989230381,23.0047991091529,4.17322836229351e-117,0.865668843869051,1.02691313459171,0.699166890428615,0.772667342720296,-0.012524148778054,-0.0125248036618954,-0.304484133741801,0.76075907871928,-0.0931469490232258,0.0680973416994351,-0.0928784887160195,0.0679922751636434
Mplus VERSION 7.3,0.1,09/15/2015, 2:45 PM,b1_female_ae_walking_language_gait_bnt.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_language_gait_bnt.out,eas,b1,female,ae,594,8,NA,25,-6681.553,13413.107,13522.779,13443.411,13415.3957323944,TRUE,TRUE,NA,0,5.336,4.51,1.183,0.237,0.112,0.109,1.026,0.305,-0.201,0.628,-0.321,0.748,-0.05,1.019,-0.049,0.961,0.231,0.795,0.29,0.772,389.19,53.118,7.327,0,3.969,1.556,2.551,0.011,-1.754,7.095,-0.247,0.805,66.045,4.271,15.465,0,4.359,0.416,10.47,0,0.01,0.014,0.728,0.467,0.049,0.07,0.69,0.49,1.928,0.085,22.747,0,101.659,4.971,20.449,0,-3.586,1.098,-3.266,0.001,9.811,0.291,33.756,0,0.035,0.066,0.536,0.592,0.13,0.107,1.21,0.226,0.564,0.565,0.999,0.318,0.02,0.071,0.29,0.772,-1.535,0.303,-5.066,0,-0.045,0.067,-0.669,0.504,-0.056,0.021,-2.652,0.008,-0.007,0.005,-1.555,0.12,0.756,0.533,1.418,0.156,0.136,0.117,1.161,0.245,0.324,0.032,10.288,0,-0.007,0.008,-0.893,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,bnt,bnt,boston naming test,semantic memory,2,0.129551232782121,0.130283395324781,3.16725338274912,0.896342216706374,0.0496612499634507,0.210905540686112,0.0496204646812946,0.207833088810698,0.562182695141045,0.636018787355747,15.4619293634675,6.26922678276049e-54,0.555396641994416,0.716640932717077,0.504553949029149,0.614824306869062,0.0204709733474144,0.0204738335937657,0.497728958828898,0.618675094034942,-0.0601483117675647,0.101095978955096,-0.0600758813386104,0.100752967493509
Mplus VERSION 7.3,0.1,09/15/2015,11:51 AM,b1_female_ae_walking_memory_gait_digitspantotal.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_memory_gait_digitspantotal.out,eas,b1,female,ae,595,8,NA,25,-7094.862,14239.724,14349.438,14270.07,14242.0087100176,TRUE,TRUE,NA,0,17.044,5.765,2.956,0.003,0.322,0.185,1.742,0.081,-1.337,1.027,-1.301,0.193,-1.126,1.211,-0.93,0.352,0.607,0.71,0.854,0.393,388.5,52.323,7.425,0,3.756,1.33,2.825,0.005,-1.05,6.828,-0.154,0.878,66.725,4.167,16.015,0,8.966,0.718,12.486,0,0.092,0.026,3.532,0,-0.268,0.129,-2.082,0.037,2.699,0.118,22.851,0,100.504,4.884,20.577,0,-3.361,1.072,-3.134,0.002,11.193,0.404,27.697,0,0.36,0.105,3.442,0.001,0.289,0.088,3.269,0.001,0.547,0.294,1.862,0.063,0.045,0.053,0.854,0.393,-1.492,0.289,-5.168,0,-0.057,0.066,-0.868,0.385,-0.033,0.03,-1.104,0.27,-0.008,0.007,-1.132,0.257,0.821,0.52,1.579,0.114,0.133,0.115,1.16,0.246,0.367,0.042,8.706,0,-0.016,0.011,-1.485,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,digit_tot,digit_tot,digit span total,short-term memory,2,0.288786340034155,0.297241670942461,7.23220199380813,0.76628200990271,0.216687647389121,0.3777956944958,0.213358737945097,0.360791624599214,0.547771164024098,0.615191445181387,14.9682538868374,1.18388920949398e-50,0.534637421628047,0.695745468734726,0.488917973215298,0.601660312313638,0.0452317048822926,0.045262589425766,1.10128633193329,0.27077205795208,-0.0352914341275734,0.125816612979105,-0.0352767897688551,0.125156905104158
Mplus VERSION 7.3,0.1,09/15/2015, 1:28 PM,b1_female_ae_walking_memory_gait_logicalmemorytotal.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_memory_gait_logicalmemorytotal.out,eas,b1,female,ae,554,8,NA,25,-8065.419,16180.837,16288.767,16209.405,16183.2991212121,TRUE,TRUE,NA,0,8.647,9.337,0.926,0.354,0.157,0.283,0.553,0.58,2.549,1.865,1.367,0.172,-0.163,1.531,-0.107,0.915,1.676,1.804,0.929,0.353,391.571,54.484,7.187,0,3.86,1.349,2.861,0.004,-2.137,7.333,-0.291,0.771,66.112,4.381,15.089,0,23.323,3.054,7.636,0,0.168,0.092,1.817,0.069,-0.021,0.577,-0.036,0.972,15.43,0.724,21.305,0,101.401,4.991,20.318,0,-3.435,1.1,-3.123,0.002,16.529,0.801,20.645,0,0.047,0.229,0.207,0.836,0.09,0.098,0.925,0.355,0.195,0.354,0.55,0.582,0.052,0.057,0.927,0.354,-1.525,0.304,-5.013,0,-0.047,0.067,-0.707,0.48,-0.208,0.056,-3.736,0,-0.015,0.016,-0.91,0.363,0.745,0.525,1.419,0.156,0.13,0.119,1.094,0.274,0.793,0.084,9.488,0,0.012,0.021,0.549,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,logic_tot,logic_tot,prose recall total,episodic memory,2,0.0904832086315577,0.0907313638380741,2.12977261498458,0.927706048667444,0.00723409087116038,0.174228636804988,0.00723396468215015,0.172486843726312,0.194962623025555,0.197490739354368,4.63577698601161,3.55599195559677e-06,0.113993466387454,0.280988012321281,0.113502256349095,0.273819261718554,0.0524748134726551,0.0525230581938808,1.23289418636103,0.217615244747835,-0.0309742147730329,0.136020331160794,-0.0309643129985926,0.135187631669617
Mplus VERSION 7.3,0.1,09/15/2015, 2:25 PM,b1_female_ae_walking_mental_gait_mmse.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_mental_gait_mmse.out,eas,b1,female,ae,383,8,NA,25,-3871.708,7793.415,7892.116,7812.795,7797.05645658263,TRUE,TRUE,NA,0,10.378,5.741,1.808,0.071,-0.002,0.119,-0.017,0.987,0.215,0.657,0.327,0.744,0.37,1.24,0.298,0.765,0.074,0.692,0.106,0.915,344.952,75.806,4.55,0,2.137,1.434,1.49,0.136,6.625,12.384,0.535,0.593,79.701,7.189,11.086,0,1.76,0.22,7.991,0,0.003,0.006,0.57,0.569,-0.009,0.045,-0.193,0.847,0.984,0.036,27.395,0,107.675,5.57,19.333,0,-2.218,1.144,-1.938,0.053,26.221,0.194,135.174,0,0.095,0.061,1.548,0.122,0.421,0.201,2.092,0.036,-0.023,1.418,-0.017,0.987,0.008,0.078,0.106,0.915,-1.055,0.375,-2.811,0.005,-0.116,0.087,-1.338,0.181,-0.001,0.017,-0.081,0.935,-0.012,0.004,-2.719,0.007,0.01,0.609,0.017,0.987,-0.006,0.146,-0.038,0.97,-0.002,0.006,-0.362,0.718,0,0.005,-0.061,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,mmse,mmse,mini mental state exam,mental status,2,0.42118994889136,0.449137715910117,8.75530589894628,0.653332314470582,0.348593684959884,0.549681746860349,0.335127762302448,0.500281648987441,-0.0249785432800948,-0.0249837401601097,-0.487022754609467,0.626242205697677,-0.125527771110342,0.0755602907901232,-0.124872577456202,0.0754168181969931,0.00835607415222792,0.00835626864514771,0.16289366394846,0.870602159634964,-0.0921877623050851,0.108900299595381,-0.0919274919087185,0.10847183909708
Mplus VERSION 7.3,0.1,09/15/2015,10:38 AM,b1_female_ae_walking_reasoning_gait_block.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_reasoning_gait_block.out,eas,b1,female,ae,563,8,NA,25,-8499.24,17048.48,17156.812,17077.45,17050.9008566108,TRUE,TRUE,NA,0,31.673,13.058,2.426,0.015,0.446,0.305,1.462,0.144,-2.218,1.767,-1.255,0.21,-0.137,2.369,-0.058,0.954,-0.666,1.95,-0.342,0.733,391.351,54.502,7.18,0,3.704,1.293,2.864,0.004,-2.155,6.905,-0.312,0.755,66.418,4.241,15.66,0,53.872,4.963,10.856,0,0.259,0.128,2.021,0.043,-2.085,0.836,-2.494,0.013,21.646,0.871,24.859,0,101.24,4.962,20.404,0,-3.54,1.082,-3.27,0.001,13.788,1.109,12.431,0,1.193,0.264,4.512,0,0.218,0.084,2.584,0.01,0.455,0.307,1.483,0.138,-0.018,0.051,-0.342,0.732,-1.551,0.306,-5.072,0,-0.044,0.067,-0.651,0.515,-0.164,0.079,-2.086,0.037,-0.028,0.018,-1.598,0.11,0.789,0.529,1.492,0.136,0.131,0.117,1.127,0.26,1.066,0.119,8.956,0,-0.079,0.027,-2.912,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,block,block,block design,fluid reasoning,2,0.218134534451834,0.221696605290567,5.24629921816536,0.824550072946914,0.138873010258133,0.304520200323001,0.137987088875818,0.295443746863877,0.455354347818931,0.491434642127141,11.6294662040127,2.91917280747536e-31,0.408611047094707,0.574258237159575,0.387292699691392,0.518479681225091,-0.0175647715308015,-0.0175665782333808,-0.415701113378967,0.67762872643881,-0.100390173265815,0.0652570167990534,-0.100054276981761,0.0651645424538063
